"PVuelos" "TPCosto"
"1" 12.2929755289011 10670.8273076017
"2" 10.0296369125384 7603.67763536044
"3" 12.8833662529488 11270.1175115537
"4" 9.12444799532266 7962.36425948725
"5" 8.49270130170305 6399.09214402165
"6" 13.8237708448885 12419.3372068802
"7" 8.12718920484843 6707.92118761884
"8" 12.4666827228096 11098.0007553144
"9" 10.4522306307 8698.64034490067
"10" 7.6001211426256 5889.51898307904
"11" 10.6280541530835 9560.69331882872
"12" 10.3763430086407 8295.89478715751
"13" 11.425815004283 9455.268639993
"14" 16.1561401596866 14809.3297815845
"15" 14.7555605159417 13314.0733439996
"16" 16.0902479490557 14967.8536771357
"17" 12.3671216457591 11694.0211939227
"18" 10.6784665473619 9439.30788964905
"19" 10.2915060676846 8504.21229382482
"20" 14.936891073644 14402.1787585067
"21" 11.3993732061555 9636.13814141582
"22" 9.4218522059496 7389.12486439505
"23" 11.1047548851193 8411.0348200932
"24" 14.3943907830811 13432.1667974417
"25" 12.55668616381 11110.1248604096
"26" 12.3764401220919 10596.7261240917
"27" 11.1053692865044 9888.26295158782
"28" 9.98978675806324 8448.56230834403
"29" 10.1573477525055 8427.19930111196
"30" 5.3778272927351 4134.09201650727
"31" 7.01044130146398 5436.35121515581
"32" 10.378622335529 9231.73468422944
"33" 11.6708551701961 9441.92666836992
"34" 8.60942486984839 6766.20574350434
"35" 12.5109980285591 11238.5893366492
"36" 12.4725396034548 10394.1939875964
"37" 12.2831048754855 10786.0317531569
"38" 14.2316467626262 12876.6126778484
"39" 19.2092923832962 18678.13956945
"40" 13.1721324704531 11088.6281328806
"41" 15.8184045812154 15178.2190546297
"42" 9.99147167988951 7908.15634796741
"43" 12.8146963593565 11897.0036744548
"44" 10.7026418999216 8949.19420812584
"45" 7.52978771816674 6726.4182041277
"46" 10.8357133325723 9742.70692379731
"47" 9.53059065899553 8165.13445424031
"48" 11.0745606215873 8462.04917974994
"49" 9.97945124530279 8965.77035699521
"50" 13.0773979611257 11520.6715716237
"51" 6.7922949520429 5290.39538420683
"52" 10.4230500264151 8709.00359853749
"53" 11.6152944892445 10901.9610813756
"54" 10.1486296454005 8491.19721744357
"55" 7.43458950532296 5566.14392389757
"56" 9.94848520211833 8143.23299166293
"57" 6.23717329688539 4583.80429142307
"58" 9.4535410977821 7666.1917349923
"59" 8.71640554097834 6592.0267324585
"60" 13.72545658856 12837.9709949863
"61" 12.2759999945582 10443.6097966185
"62" 12.271577263362 11257.4504598926
"63" 10.1634602266602 8475.79680580237
"64" 7.2991762431156 5775.50908976233
"65" 12.8062487060071 10236.1295743652
"66" 11.0311555582872 9545.67600926719
"67" 9.93390312346155 8392.02731691957
"68" 7.2122496719032 5971.9155825604
"69" 11.3839157286585 9215.02346711787
"70" 7.09470533565691 5384.0265219512
"71" 12.4230959543516 11149.0454448774
"72" 10.184954860541 8884.90436694221
"73" 10.5736938464402 9554.33069996064
"74" 12.3636677617273 10193.9265873458
"75" 11.1541179640077 10602.1413489377
"76" 7.85022856955578 6131.95153095881
"77" 12.8907660500605 11683.0418812715
